obs_mean,obs_var,act_mean,act_var,cumulative_reward,cumulative_cost,reward_mean,reward_var,cost_mean,cost_var,terminal,timeout,trajectory_length
"[ 8.95511881e-02 -9.37548131e-02  9.80997181e+00  9.59791839e-02
 -3.13884504e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00
  2.29044008e+00 -7.52080511e-03 -3.55696902e-02  0.00000000e+00
  1.13822296e-01  4.68637310e-02  2.72178575e-02  1.96667556e-02
  1.87958907e-02  2.02830620e-02  2.04735380e-02  1.70755833e-02
  1.37668932e-02  1.48755582e-02  1.59706939e-02  1.50398277e-02
  1.42130367e-02  1.45045267e-02  2.93769985e-02  1.05328225e-01
  1.14314906e-01  1.13546290e-01  1.02614507e-01  1.05657578e-01
  1.08050674e-01  1.10622980e-01  9.61688161e-02  9.61977020e-02
  1.08172983e-01  1.13575809e-01  1.19980589e-01  1.20265640e-01
  1.28083408e-01  1.30616039e-01  1.14569962e-01  1.01485260e-01
  6.83699995e-02  7.31760189e-02  6.31240159e-02  6.07387871e-02
  5.92160858e-02  5.56028448e-02  5.53451777e-02  6.99827671e-02
  7.76128098e-02  6.43860698e-02  6.20954335e-02  8.01132694e-02
  8.52938667e-02  7.27299973e-02  6.09405749e-02  5.52681684e-02]","[6.7607031e+00 1.9090509e+01 8.1854523e-10 1.4552064e-01 4.9053635e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.7267183e+00 1.1989923e-01
 1.2877905e-01 0.0000000e+00 6.6745818e-02 1.8562570e-02 1.1806311e-02
 6.8549784e-03 6.7276130e-03 7.4401116e-03 7.9240184e-03 5.9474860e-03
 4.3134373e-03 4.3986617e-03 4.6612057e-03 4.4500199e-03 4.4820504e-03
 4.3195263e-03 1.1289381e-02 5.7146117e-02 4.1892253e-02 3.3358578e-02
 3.0191351e-02 3.9191697e-02 4.0311866e-02 4.2482033e-02 3.4752231e-02
 3.6082085e-02 3.8522001e-02 4.0995851e-02 4.6168145e-02 4.5996435e-02
 4.3962523e-02 4.7560815e-02 3.7467804e-02 3.2953408e-02 2.6569428e-02
 2.8765591e-02 2.5499353e-02 2.6566945e-02 2.5490008e-02 2.4018075e-02
 2.3453243e-02 2.8233618e-02 3.2436430e-02 2.4959560e-02 2.6233742e-02
 3.5436414e-02 3.8011182e-02 3.0766813e-02 2.5335858e-02 2.3588635e-02]",[0.04036624 0.76085186],[0.36932543 0.18391787],2.6132932,0.0,0.0026132932,0.0031673377,0.0,0.0,False,True,1000
"[-1.7210639e-01 -8.6733401e-02  9.8099718e+00 -2.6551820e-03
  7.1925968e-02  0.0000000e+00  0.0000000e+00  0.0000000e+00
  2.4342699e+00 -4.2195193e-02 -1.5839629e-02  0.0000000e+00
  4.5120701e-02  2.5515543e-02  8.7652383e-03  8.2803657e-03
  6.9932747e-03  6.0823229e-03  5.8694882e-03  4.5010014e-03
  1.5571304e-03  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  2.3926599e-02
  2.8762044e-02  3.6171108e-02  5.2094780e-02  7.0489213e-02
  6.3775524e-02  4.9147703e-02  4.2081550e-02  4.1856028e-02
  4.2993955e-02  4.1337688e-02  3.3912998e-02  2.8382158e-02
  2.6386840e-02  2.5017282e-02  2.3603221e-02  2.5887795e-02
  7.4585453e-02  9.2833512e-02  6.9231577e-02  5.4609790e-02
  6.3521311e-02  6.0292605e-02  5.4716140e-02  6.2000409e-02
  6.6158779e-02  5.7817832e-02  4.8585083e-02  4.6978433e-02
  4.7922891e-02  4.6948202e-02  4.7475517e-02  5.0715871e-02]","[6.63020897e+00 2.07366848e+01 8.18545232e-10 1.54100716e-01
 5.29437810e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.08852541e+00 1.25288606e-01 1.22680150e-01 0.00000000e+00
 2.86400113e-02 9.52753983e-03 3.20122740e-03 3.16677103e-03
 2.62175570e-03 2.26642448e-03 2.11815489e-03 1.72232534e-03
 4.49340732e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.19488817e-03
 4.80749877e-03 5.77566912e-03 1.31764105e-02 2.67437622e-02
 2.01595835e-02 1.38002923e-02 1.34682935e-02 1.36033734e-02
 1.40213082e-02 1.35348216e-02 9.10687540e-03 7.01173814e-03
 5.62230032e-03 4.49678581e-03 3.51476786e-03 4.07323102e-03
 2.58494467e-02 3.86280753e-02 2.29079295e-02 1.88666862e-02
 2.25186665e-02 2.07006838e-02 1.80131439e-02 1.95011869e-02
 2.18868088e-02 1.82459671e-02 1.54284611e-02 1.53209157e-02
 1.63368173e-02 1.62908789e-02 1.74416676e-02 1.91578865e-02]",[-0.04838556  0.80621123],[0.34284425 0.11465182],1.1734347,0.0,0.0011734348,0.0010824376,0.0,0.0,False,True,1000
"[-1.5633588e-01 -2.5464246e-01  9.8099718e+00 -1.3820559e-02
  6.8343833e-02  0.0000000e+00  0.0000000e+00  0.0000000e+00
  2.4844670e+00  1.5206734e-02 -1.3192488e-02  0.0000000e+00
  4.0556952e-02  2.2390215e-02  1.8342450e-02  1.7444717e-02
  1.5108100e-02  1.1509122e-02  8.8064708e-03  8.1819277e-03
  8.1091328e-03  7.9275677e-03  6.0134223e-03  4.6186531e-03
  4.9478863e-03  5.7526063e-03  7.8558447e-03  3.1915449e-02
  6.1539542e-02  5.8911234e-02  5.5893876e-02  5.5208087e-02
  5.5188175e-02  5.3814568e-02  5.1086660e-02  5.1223781e-02
  6.3309304e-02  6.6114254e-02  6.3352235e-02  6.9380894e-02
  7.1179420e-02  6.5635741e-02  5.7535596e-02  5.9943363e-02
  4.2637244e-02  4.3719176e-02  4.0693063e-02  3.8326908e-02
  4.1751944e-02  4.0452324e-02  3.6396004e-02  3.9331239e-02
  3.8889743e-02  3.5549797e-02  3.5002120e-02  3.6112599e-02
  4.4949878e-02  4.8120856e-02  3.9413527e-02  3.8120609e-02]","[7.12204170e+00 1.51987133e+01 8.18545232e-10 9.71288309e-02
 1.52281132e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00326419e+00 1.26454502e-01 1.23140156e-01 0.00000000e+00
 2.37888079e-02 6.83971448e-03 6.15513045e-03 5.74123440e-03
 5.31330844e-03 2.96055572e-03 1.60892110e-03 1.48487615e-03
 1.45338930e-03 1.49365969e-03 9.43486171e-04 5.63865469e-04
 6.17023616e-04 7.66287849e-04 1.08259730e-03 1.50383590e-02
 1.68859940e-02 1.49912480e-02 1.34336725e-02 1.39788911e-02
 1.41858896e-02 1.30271632e-02 1.30639700e-02 1.32628921e-02
 1.82284024e-02 2.13703085e-02 1.88456569e-02 2.29848828e-02
 2.32017860e-02 1.81302223e-02 1.54114841e-02 1.67415403e-02
 1.36310793e-02 1.45556293e-02 1.26498453e-02 1.16525637e-02
 1.38918469e-02 1.30686015e-02 1.12565933e-02 1.24606555e-02
 1.21914921e-02 1.14619453e-02 1.12552475e-02 1.13690905e-02
 1.55104445e-02 1.69074498e-02 1.19264815e-02 1.18655208e-02]",[-0.07743901  0.82247114],[0.342491   0.10380916],0.201437,0.0,0.000201437,0.0010799739,0.0,0.0,False,True,1000
"[-1.13032810e-01 -5.73137105e-01  9.80997181e+00  1.82924222e-03
  5.44451177e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00
  2.26170731e+00  3.00337691e-02  1.13534471e-02  0.00000000e+00
  6.21315353e-02  2.97490191e-02  1.40630882e-02  1.05623156e-02
  9.29371919e-03  9.26627964e-03  7.32073467e-03  4.36613616e-03
  3.33620515e-03  3.56632425e-03  3.71263665e-03  3.74200917e-03
  4.01831232e-03  9.39219259e-03  4.25480008e-02  7.57799521e-02
  1.26663387e-01  1.33445621e-01  1.17781825e-01  9.80693698e-02
  7.17234537e-02  6.17503598e-02  6.02206960e-02  5.81919253e-02
  5.59636205e-02  5.54092675e-02  5.35018221e-02  5.13820462e-02
  4.79847863e-02  5.76297268e-02  7.14371651e-02  9.34539139e-02
  1.20856063e-02  2.35877354e-02  3.59669328e-02  4.63150889e-02
  3.69598046e-02  1.83291454e-02  1.42350364e-02  1.41815692e-02
  1.51807368e-02  1.49561046e-02  1.12023288e-02  7.31138280e-03
  6.08649477e-03  6.06583105e-03  6.24832464e-03  7.21840374e-03]","[6.9314156e+00 1.9240534e+01 8.1854523e-10 1.2014258e-01 3.8228780e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.8226125e+00 1.2743954e-01
 1.2152957e-01 0.0000000e+00 3.3291664e-02 1.0078742e-02 4.7941403e-03
 3.5774554e-03 3.1892667e-03 3.1271316e-03 2.3206344e-03 8.6305087e-04
 5.5544375e-04 5.8971485e-04 5.5872562e-04 5.8952678e-04 6.5224082e-04
 2.0328197e-03 2.0506941e-02 3.5674155e-02 4.7797404e-02 5.3118140e-02
 4.5926612e-02 3.6987491e-02 2.3537859e-02 2.1449978e-02 2.2451507e-02
 2.1809116e-02 2.0216333e-02 1.9118605e-02 1.8138530e-02 1.7024281e-02
 1.6001731e-02 2.0349499e-02 2.5981184e-02 3.3394121e-02 3.2603142e-03
 6.2260805e-03 1.2046751e-02 1.4331947e-02 1.4024073e-02 6.3403975e-03
 6.0920394e-03 6.1782110e-03 6.5447353e-03 6.4743371e-03 3.9766822e-03
 1.4918738e-03 1.2032936e-03 1.2556061e-03 1.3074393e-03 1.4770409e-03]",[-0.02674937  0.7548729 ],[0.32896122 0.18504705],0.3027094,0.0,0.0003027094,0.0010843895,0.0,0.0,False,True,1000
"[-2.2938047e-03 -1.7576131e-01  9.8099718e+00  2.6845207e-02
  1.0499853e-02  0.0000000e+00  0.0000000e+00  0.0000000e+00
  2.5396051e+00  1.4604179e-02  1.0488740e-03  0.0000000e+00
  5.7313897e-02  4.2562872e-02  3.0199062e-02  2.9229987e-02
  3.1176100e-02  3.3326026e-02  3.4251321e-02  3.2282330e-02
  3.0229749e-02  2.9026257e-02  2.6975872e-02  2.5748512e-02
  2.4123650e-02  2.1563912e-02  2.4152420e-02  4.4682190e-02
  1.5323406e-01  1.4975016e-01  1.5151112e-01  1.4835125e-01
  1.4067571e-01  1.3720739e-01  1.3136962e-01  1.3619277e-01
  1.4924525e-01  1.5824504e-01  1.5417795e-01  1.6100137e-01
  1.6501737e-01  1.6639189e-01  1.6720742e-01  1.5889442e-01
  2.9826326e-02  3.2258250e-02  3.5424314e-02  3.6244977e-02
  3.4407340e-02  3.3136088e-02  3.2555897e-02  3.8401976e-02
  4.9670983e-02  4.5226801e-02  4.0652022e-02  4.4050321e-02
  3.8056761e-02  3.0097643e-02  2.7743401e-02  2.8920941e-02]","[7.04000044e+00 1.51925564e+01 8.18545232e-10 1.16261981e-01
 4.38224934e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 8.17476809e-01 1.22301929e-01 1.27483755e-01 0.00000000e+00
 3.28362212e-02 1.84028745e-02 1.40063344e-02 1.31604597e-02
 1.38170747e-02 1.48288794e-02 1.60104819e-02 1.39377993e-02
 1.22140655e-02 1.19630825e-02 1.11938650e-02 1.04240868e-02
 8.98401812e-03 6.78073755e-03 7.10159354e-03 1.77895222e-02
 5.45510240e-02 5.29764481e-02 5.37620783e-02 5.08029796e-02
 4.87860180e-02 4.77527902e-02 4.75277342e-02 5.01197614e-02
 5.55834286e-02 5.97270578e-02 5.67937456e-02 5.87116592e-02
 5.91025949e-02 5.90688027e-02 5.96925616e-02 5.53050898e-02
 1.02516348e-02 1.12426765e-02 1.23450374e-02 1.30735179e-02
 1.24143083e-02 1.19493920e-02 1.18489685e-02 1.39529407e-02
 2.19421368e-02 1.86746623e-02 1.66979432e-02 1.83041953e-02
 1.53042721e-02 1.09546632e-02 9.60663799e-03 1.00208223e-02]",[-0.01051993  0.8408463 ],[0.3425825  0.08093436],1.0719694,0.0,0.0010719694,0.0021060866,0.0,0.0,False,True,1000
"[ 0.06126247  0.0220718   9.809972    0.16890977 -0.04598583  0.
  0.          0.          2.1563878  -0.04367152  0.06217084  0.
  0.19172226  0.08890417  0.06538033  0.05897556  0.05089914  0.04658405
  0.03923904  0.03436862  0.03636635  0.03736963  0.0353553   0.03247452
  0.03242819  0.03565608  0.06188472  0.17894278  0.26468387  0.29537648
  0.3100408   0.25719768  0.19400917  0.15648225  0.15181118  0.16075458
  0.16789034  0.17203087  0.17353164  0.16697182  0.17060958  0.21390511
  0.24950375  0.2588475   0.05832444  0.08174018  0.15038009  0.17910373
  0.13693899  0.09470625  0.07560164  0.06418862  0.05967823  0.05469766
  0.0531498   0.05754176  0.06121769  0.06182563  0.06515994  0.06664713]","[6.50098848e+00 1.65617924e+01 8.18545232e-10 2.17635423e-01
 5.73830083e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.45969319e+00 1.23528361e-01 1.20699264e-01 0.00000000e+00
 7.87139684e-02 2.59089395e-02 2.32771654e-02 2.07409281e-02
 1.79895740e-02 1.77050773e-02 1.40074315e-02 1.12716025e-02
 1.24294870e-02 1.28068980e-02 1.19066769e-02 1.09510263e-02
 1.10077206e-02 1.28267473e-02 2.18325760e-02 6.67782873e-02
 8.22959319e-02 8.49400312e-02 8.73234496e-02 8.87447447e-02
 7.54308179e-02 6.13317080e-02 6.41561300e-02 6.14294186e-02
 6.65945187e-02 7.00652376e-02 7.13150725e-02 6.85456544e-02
 6.39677867e-02 7.31732324e-02 8.55631530e-02 8.47679600e-02
 2.73648854e-02 3.54334265e-02 7.21532181e-02 7.64390379e-02
 6.05230890e-02 4.59064022e-02 3.81879397e-02 3.07739358e-02
 2.84331441e-02 2.54570600e-02 2.42545474e-02 2.66015194e-02
 2.88983062e-02 2.91923787e-02 3.12712900e-02 3.31439041e-02]",[0.06949902 0.70950145],[0.40078312 0.26933023],6.2184153,26.0,0.006218415,0.0031809586,0.026,0.025324,False,True,1000
"[ 5.21015227e-01  5.09135842e-01  9.80997181e+00  5.36737680e-01
 -2.28402168e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.39910233e+00 -2.63184439e-02 -4.30919565e-02  0.00000000e+00
  3.43234360e-01  1.59473494e-01  7.50553831e-02  6.22722916e-02
  5.33397682e-02  4.45201620e-02  3.72699052e-02  2.49269754e-02
  1.37929153e-02  9.19892080e-03  7.80543592e-03  6.16310909e-03
  6.23478275e-03  9.18433350e-03  9.96742770e-02  3.20666969e-01
  3.22175592e-01  3.05703580e-01  3.25925142e-01  3.40318978e-01
  3.53031367e-01  3.30305725e-01  2.69709438e-01  2.43670702e-01
  3.24689686e-01  4.34726447e-01  3.56280982e-01  2.90662229e-01
  3.20148975e-01  3.48459899e-01  3.66344362e-01  3.56358379e-01
  2.95849070e-02  3.34608033e-02  3.70556638e-02  2.59593204e-02
  2.07322333e-02  2.77393758e-02  4.68322448e-02  5.85930422e-02
  1.07534826e-01  1.43405974e-01  9.26068872e-02  5.03344759e-02
  4.22687195e-02  4.35518175e-02  8.51494372e-02  7.87201002e-02]","[4.81448078e+00 3.38774719e+01 8.18545232e-10 2.64383346e-01
 8.74244496e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 4.08334732e+00 1.46149158e-01 1.01301268e-01 0.00000000e+00
 1.06998138e-01 5.23974560e-02 3.31359506e-02 2.84482948e-02
 2.65952591e-02 2.19370965e-02 2.00530142e-02 1.33593325e-02
 7.77144264e-03 5.32329874e-03 4.64668544e-03 3.56677175e-03
 1.94824417e-03 2.27890420e-03 2.62140352e-02 8.42905417e-02
 4.54804339e-02 3.99604589e-02 4.85374779e-02 5.17331511e-02
 6.63609654e-02 6.61510155e-02 7.66547844e-02 7.50757009e-02
 8.20496157e-02 9.48109701e-02 8.92608464e-02 8.09722617e-02
 8.14657435e-02 6.86358586e-02 5.36947362e-02 5.18149510e-02
 7.73862330e-03 1.04681775e-02 1.21145276e-02 6.33453811e-03
 4.59594419e-03 7.25579215e-03 1.78593844e-02 2.32076831e-02
 3.96682955e-02 5.93973882e-02 3.44749726e-02 2.47097053e-02
 2.12027691e-02 1.80582646e-02 3.00758537e-02 2.60123219e-02]",[0.41200584 0.4601664 ],[0.41593635 0.4574216 ],19.464176,0.0,0.019464176,0.011283008,0.0,0.0,False,True,1000
"[ 7.30553195e-02 -2.56001204e-01  9.80997181e+00  6.28951285e-03
  2.51618773e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.72135615e+00 -1.25119939e-01 -3.34180966e-02  0.00000000e+00
  4.04693484e-02  9.67129879e-03  9.63587593e-03  1.02838138e-02
  1.35824932e-02  2.03133970e-02  2.46182512e-02  2.49881428e-02
  2.47141086e-02  2.35930476e-02  2.24015880e-02  2.41709929e-02
  3.31288390e-02  5.71796931e-02  1.56093255e-01  1.54443398e-01
  2.70136267e-01  1.67235151e-01  1.04838185e-01  9.54379737e-02
  1.09316282e-01  1.18280731e-01  9.71855670e-02  1.02470711e-01
  1.27284691e-01  2.37602621e-01  3.35099995e-01  3.09478432e-01
  2.87329495e-01  2.07401499e-01  2.29051530e-01  2.96055287e-01
  6.74978271e-02  5.98216802e-02  6.84159398e-02  1.35395974e-01
  2.91742414e-01  2.80710042e-01  1.12131529e-01  5.31175621e-02
  5.79993129e-02  5.38534150e-02  4.72094268e-02  5.32403812e-02
  5.44385649e-02  5.50005212e-02  6.68439716e-02  7.51395449e-02]","[7.15112257e+00 1.78216171e+01 8.18545232e-10 9.95039567e-02
 3.57233845e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.89458656e+00 1.47691146e-01 8.55370760e-02 0.00000000e+00
 7.64798699e-03 1.99677027e-03 2.19903793e-03 2.53220042e-03
 4.14715242e-03 9.23029799e-03 1.15604065e-02 1.14112617e-02
 1.08331209e-02 9.91811138e-03 9.06427670e-03 9.38302930e-03
 1.19803390e-02 1.99400857e-02 4.34022211e-02 4.95747440e-02
 7.66177550e-02 3.59579176e-02 3.24116163e-02 3.00078150e-02
 3.95162664e-02 4.89982516e-02 3.30642201e-02 3.96897569e-02
 4.68088165e-02 7.15558380e-02 1.03625916e-01 8.83631185e-02
 8.18330348e-02 4.54572141e-02 5.02659678e-02 8.22973326e-02
 3.45750377e-02 3.18145715e-02 3.38936113e-02 6.61890805e-02
 1.41100019e-01 1.41450509e-01 5.54048456e-02 2.88035627e-02
 3.14633064e-02 2.86882967e-02 2.42015328e-02 2.92591285e-02
 2.91142166e-02 2.94257980e-02 3.68601456e-02 4.41221781e-02]",[0.00620191 0.57031673],[0.3178907  0.43114978],0.05630493,0.0,5.6304933e-05,0.0010716923,0.0,0.0,False,True,1000
"[-1.06457882e-02 -1.58524662e-01  9.80997181e+00  2.52671596e-02
  7.83113018e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00
  2.12452221e+00 -7.89000094e-02 -1.35920960e-02  0.00000000e+00
  1.24724016e-01  7.32081085e-02  4.37134579e-02  4.20830734e-02
  4.47742306e-02  4.52980101e-02  4.16882522e-02  3.80545743e-02
  3.74045558e-02  3.68370265e-02  3.51072103e-02  3.40176262e-02
  3.55938934e-02  5.20199984e-02  9.91806090e-02  1.40667856e-01
  2.23593503e-01  1.79663330e-01  1.51148617e-01  1.33637503e-01
  1.30250588e-01  1.34710893e-01  1.31678686e-01  1.21687546e-01
  1.18399426e-01  1.14566915e-01  1.07344955e-01  1.02866732e-01
  1.44262940e-01  2.14789093e-01  2.00989455e-01  1.95386648e-01
  5.93114607e-02  5.47041371e-02  3.04963514e-02  4.89998944e-02
  5.04086874e-02  2.71155108e-02  2.57224124e-02  2.56227739e-02
  2.58003883e-02  2.59418935e-02  2.15166844e-02  1.60861742e-02
  1.46665880e-02  1.48392245e-02  1.87988821e-02  3.34118307e-02]","[6.89214993e+00 1.82071362e+01 8.18545232e-10 1.20603807e-01
 3.88209336e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.59849453e+00 1.32821590e-01 1.10768355e-01 0.00000000e+00
 4.79851514e-02 2.45916471e-02 1.46618905e-02 1.42057082e-02
 1.54844485e-02 1.53572382e-02 1.39119318e-02 1.22732846e-02
 1.19150123e-02 1.14645436e-02 1.07503030e-02 1.03307590e-02
 1.05793132e-02 1.42249009e-02 2.74429377e-02 3.98221947e-02
 7.32758939e-02 5.99338934e-02 6.14720434e-02 5.31959683e-02
 5.21768704e-02 5.49294725e-02 5.48712462e-02 5.46209998e-02
 5.25840335e-02 5.10262959e-02 4.72740009e-02 4.50367592e-02
 5.44114560e-02 8.99048820e-02 7.44732320e-02 6.21976592e-02
 1.07802469e-02 1.11810490e-02 5.14909159e-03 1.51781188e-02
 1.65825859e-02 7.35658826e-03 7.55225820e-03 7.79305026e-03
 8.12901836e-03 8.52031168e-03 5.81578491e-03 2.50684354e-03
 2.15221872e-03 2.11569667e-03 2.51552509e-03 4.67523467e-03]",[0.01803457 0.70251596],[0.3161488  0.28188488],2.2170975,0.0,0.0022170974,0.0010578188,0.0,0.0,False,True,1000
"[ 0.2609432   0.17632145  9.809972    0.3084426  -0.10437004  0.
  0.          0.          1.8266108   0.05922035 -0.05177255  0.
  0.24402845  0.09565317  0.04136661  0.03357153  0.03249787  0.03364374
  0.03523422  0.03227849  0.02785135  0.02387127  0.01937218  0.01715765
  0.01719032  0.02247145  0.06838705  0.22728093  0.2818574   0.31621155
  0.2989965   0.26153615  0.21875481  0.18796057  0.1580768   0.16680655
  0.18440075  0.21294999  0.24878947  0.2582465   0.27616557  0.2939682
  0.26758933  0.24374616  0.03998423  0.09648782  0.12138719  0.08782469
  0.05828709  0.03208923  0.02101553  0.02408356  0.03285601  0.0431964
  0.04518837  0.03977643  0.03393558  0.02896025  0.02709183  0.0273274 ]","[6.04151630e+00 2.64707336e+01 8.18545232e-10 2.53163069e-01
 6.51618987e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.24256706e+00 1.34744212e-01 1.09068230e-01 0.00000000e+00
 9.53339562e-02 2.95561031e-02 1.60925128e-02 1.22959632e-02
 1.16878906e-02 1.20596234e-02 1.29107712e-02 1.18008405e-02
 1.03288749e-02 9.32014640e-03 7.15264538e-03 6.41809031e-03
 6.34547230e-03 7.44346529e-03 2.65054591e-02 7.34466240e-02
 7.41337538e-02 8.36374909e-02 8.03629607e-02 8.91339928e-02
 7.69356638e-02 7.40633234e-02 6.25643656e-02 6.17826171e-02
 7.09275603e-02 7.65084475e-02 9.00998637e-02 8.81142020e-02
 8.89890939e-02 1.01048172e-01 8.70205164e-02 7.18135759e-02
 1.12912618e-02 2.96812505e-02 3.75091396e-02 2.70219855e-02
 2.12220363e-02 9.65880044e-03 5.79865556e-03 7.03288848e-03
 1.04384236e-02 1.54846013e-02 1.68024022e-02 1.50475511e-02
 1.24615366e-02 1.01284655e-02 9.37436242e-03 9.46334843e-03]",[0.20278141 0.6053603 ],[0.39827657 0.35407147],9.715162,0.0,0.009715162,0.0052263127,0.0,0.0,False,True,1000
"[-0.01419315 -0.17806795  9.809972    0.09906085  0.01610546  0.
  0.          0.          2.3193276   0.04253144 -0.03768905  0.
  0.07379998  0.02457907  0.01649194  0.01343771  0.0126337   0.01409093
  0.01552166  0.01644815  0.01633162  0.01772753  0.01796339  0.01552967
  0.01405322  0.01564879  0.02553676  0.07487045  0.14164388  0.16684492
  0.16364864  0.15260829  0.13690339  0.11556543  0.12565364  0.13638233
  0.15162694  0.13780461  0.14695196  0.16187003  0.15617451  0.16774923
  0.16063039  0.12964432  0.01579706  0.01694084  0.0328487   0.03830308
  0.03204026  0.03889833  0.03127029  0.0164364   0.01310786  0.01279666
  0.01224605  0.01319552  0.01353117  0.01276619  0.01272062  0.01422497]","[6.5024486e+00 1.9173897e+01 8.1854523e-10 2.0098740e-01 6.2737390e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.6056741e+00 1.1952383e-01
 1.2724674e-01 0.0000000e+00 4.0793646e-02 8.3669843e-03 6.7763282e-03
 5.6330133e-03 5.6203906e-03 6.1131106e-03 6.2021641e-03 6.5799165e-03
 6.5670293e-03 7.5008790e-03 8.7023396e-03 6.9969171e-03 6.4277588e-03
 7.9393107e-03 9.8765334e-03 3.8921256e-02 4.5300592e-02 5.9480466e-02
 5.3766679e-02 5.6569532e-02 4.9549937e-02 4.0331133e-02 4.1315865e-02
 4.6750598e-02 5.5549417e-02 4.9922843e-02 5.1976956e-02 5.8849659e-02
 5.3475976e-02 5.8948319e-02 5.4436382e-02 4.0581714e-02 6.5444387e-03
 5.5471701e-03 1.0206376e-02 1.1077320e-02 1.0087616e-02 1.3692727e-02
 1.2508363e-02 5.4910327e-03 5.1381681e-03 4.9265558e-03 4.6622404e-03
 4.9965745e-03 5.1562916e-03 4.9196365e-03 4.8739943e-03 5.4075741e-03]",[0.02840139 0.77007425],[0.35434872 0.17170325],1.515522,0.0,0.001515522,0.0021796455,0.0,0.0,False,True,1000
"[ 0.0129334   0.01349685  9.809972    0.17887902  0.02420691  0.
  0.          0.          2.076709   -0.07122874  0.01918179  0.
  0.16599141  0.07709292  0.04392907  0.04201791  0.04289913  0.04400954
  0.04356734  0.04309346  0.03985566  0.03454208  0.02817838  0.02240123
  0.02043757  0.02219092  0.04706865  0.14657916  0.19368167  0.21614544
  0.22317572  0.213343    0.21119413  0.19227606  0.16589127  0.16126135
  0.16573554  0.17109022  0.20682864  0.22573845  0.21988279  0.23258281
  0.23161925  0.20993322  0.04534279  0.05231926  0.04628146  0.0420149
  0.02431207  0.01550269  0.01666471  0.01999935  0.02027589  0.02051786
  0.03284393  0.03840278  0.03413509  0.0352025   0.02912122  0.02501782]","[6.4035606e+00 2.1017191e+01 8.1854523e-10 2.5527501e-01 4.9044464e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.6551383e+00 1.1360504e-01
 1.3095349e-01 0.0000000e+00 7.7410012e-02 2.6737323e-02 1.7920995e-02
 1.6542096e-02 1.6443508e-02 1.6718326e-02 1.5980413e-02 1.5718102e-02
 1.4387421e-02 1.2812464e-02 9.8909400e-03 7.4905716e-03 6.7164316e-03
 6.9273589e-03 1.6471535e-02 6.7103937e-02 5.4449331e-02 6.8944938e-02
 7.4474603e-02 7.1809024e-02 7.0140511e-02 7.1478076e-02 5.8346581e-02
 5.3140678e-02 5.4049179e-02 5.0302051e-02 5.9788063e-02 6.4890899e-02
 6.3226521e-02 6.0835481e-02 5.8228888e-02 5.3210046e-02 1.7051224e-02
 1.9062612e-02 1.7992428e-02 1.7894739e-02 6.2300405e-03 3.0127340e-03
 3.3312514e-03 4.9192882e-03 5.3943084e-03 5.2440092e-03 9.7557865e-03
 1.1901980e-02 9.1105308e-03 9.6974475e-03 8.4351469e-03 8.0776988e-03]",[0.09419429 0.6835267 ],[0.3804604  0.29278165],8.958323,0.0,0.008958323,0.0052344142,0.0,0.0,False,True,1000
